$,dollar ドル記号
autograph,署名のはいっている
autograph,自筆で書く
autohypnosis,自己催眠
autointoxication,自家中毒
automat,自動販売式食堂
automata,automatonの複数形
automate,〈工場
automate,機械〉オートメーション化する
automatic,自動の
automatic,自動装置の
automatic,無意識の
automatic,機械的な
automatic,自動式の
automatic,自動機械
automatic,自動式ライフル
automatically,自動的に
automatically,無意識に
automatically,機械的に
automation,オートメーション
automation,自動操作
automatism,自動運動
automatism,自動作用
automatism,機械的行動
automaton,自動機械
automaton,自動装置
automaton,人造人間
automaton,ロボット
automaton,機械的に行動する人
automobile,自動車
automobile,自動の
automobile,自動車の
automotive,自動の
automotive,自動推進の
automotive,自動車の
autonomic,自律神経の
autonomous,自治の
autonomous,自治権のある
autonomy,自主性
autonomy,自治
autonomy,自治権
autonomy,自治体
autonomy,自治団体
autopsy,検死
autopsy,死体解剖
autostrada,イタリアの高速道路
autosuggestion,自己暗示
autumn,秋
autumn,爛熟期
autumn,衰退期
autumn,初老期
autumn,秋の
autumnal,秋の
autumnal,秋に実る
aux.,auxiliary
auxin,オーキシン
av.,avenue
av.,average
avail,役に立つ
avail,用が足りる
avail,利する
avail,利益
avail,効用
availability,利用できること
availability,有用性
availability,利用価値
available,利用できる
available,役に立つ
available,手にはいる
available,手があいている
available,暇である
available,効力のある
available,有効な
availably,有効に
avalanche,なだれ
avalanche,殺到
avalanche,雨
avant-garde,前衛
avant-garde,アバンギャルド
avant-garde,アバンギャルドの芸術家たち
avant-garde,アバンギャルドの
avant-garde,前衛的な
avarice,どん欲
avarice,強欲
avaricious,どん欲な
avaricious,強欲な
avast,やめ
avast,待て
avatar,神の化身
avatar,権化
avdp.,avoirdupois
ave,ばんざい
ave,ようこそ
ave,ごきげんよう
Ave.,Avenue
ave.,Avenue
avenger,報復者
averse,きらっている
aversion,嫌悪
aversion,けぎらい
aversion,大きらいな人
aversive,不快なことを避けようとする
avg.,average
avian,鳥類の
avian,鳥の
aviary,鳥小屋
aviary,鳥の飼育場
aviation,飛行
aviation,航空
aviation,飛行術
aviation,航空機産業
aviator,飛行士
aviator,飛行家
aviator,パイロット
aviatrix,女流飛行家
avid,どん欲な
avidity,どん欲
avidity,渇望
avidity,熱望
avionics,航空電子工学
avitaminosis,ビタミン欠乏症
avocado,アボカド
avocado,アボカドの木
avocation,副業
avocation,余技
avocation,内職
avocation,本職
avocation,職業
avocet,ソリハシセイタカシギ
avoidable,避けられる
avoidance,避けること
avoidance,回避
Avon,エイボン川
Avon,エイボン
avowal,公言
avowal,言明
avowed,公言した
avowed,みずから認めた
avuncular,おじの
avuncular,おじらしい
aw,おお
aw,うわあ
awakening,目ざめること
awakening,気づくこと
awakening,目ざめさせる
awakening,目ざめつつある
award,《award+名与える
award,授ける
award,賞
award,賞品
award,審判
award,裁定
aware,知っている
aware,気づいている
aware,感づいている
aware,見聞の広い
aware,世事に通じた
awareness,気づいていること
awareness,気づいていること
awash,水面すれすれで
awash,水をかぶって
awash,波にもまれて
awash,水面すれすれに
awash,波にもまれながら
away,離れて
away,遠くに
away,不在で
away,るすで
away,あっちへ
away,向こうへ
away,わきの方へ
away,別の方向へ
away,なくなって
away,消えて
away,せっせと
away,絶えず
away,手放して
away,使用しなくなって
away,ちゅうちょせず
away,すぐに
away,ただちに
awe-inspiring,畏敬の念を起こさせる
awe-inspiring,恐れ多い
aweary,疲れた
aweigh,今や海底を離れて
awesome,畏敬の念を起こさせる
awesome,恐ろしい
awesome,畏敬の念に満ちた
awesome,うやうやしい
awestruck,畏敬の念に打たれた
awful,恐ろしい
awful,すさまじい
awful,ひどい
awful,見苦しい
awful,大きい
awful,すごい
awful,ひどく
awful,すごく
awfully,恐ろしく
awfully,すさまじく
awfully,ひどく
awfully,とても
awhile,しばらく
awkward,ぶかっこうな
awkward,ぎこちない
awkward,無器用な
awkward,扱いにくい
awkward,使いにくい
awkward,やっかいな
awkward,始末に困る
awkwardly,無器用に
awkwardly,ぶざまに
awkwardly,きまりわるく
awkwardness,無器用
awkwardness,ぶざま
awkwardness,きまりわるさ
awl,突きぎり
awning,日よけ
awning,雨おおい
awoke,awakeの過去
awoke,過去分詞
awry,曲がって
awry,ゆがんで
awry,ねじれて
awry,それて
awry,まちがって
awry,曲がった
awry,それた
awry,まちがった
awry,誤った
axes,ax
axes,axeの複数形
axes,axisの複数形
axial,軸の
axial,軸をなす
axial,軸上に位置した
axiom,自明の理
axiom,原理
axiom,公理
axiom,格言
axiomatic,公理の
axiomatic,自明の
axiomatical,公理の
axiomatical,自明の
axis,軸
axis,軸線
axis,枢軸
axis,枢軸国
axletree,車軸
axolotl,アホロートル
axon,軸索
axone,軸索
ay,はい
ay,そのとおり
ay,賛成
ay,賛成投票
ay,賛成者
ay,賛成投票者
aye,はい
aye,そのとおり
aye,賛成
aye,賛成投票
aye,賛成者
aye,賛成投票者
ay,常に
ay,絶えず
aye,常に
aye,絶えず
ayah,《インド
ayah,パキスタン英語》女中
ayah,乳母
Ayrshire,エアシャー州
Ayrshire,エアシャー州産の乳牛
AZ,Arizona
az.,azimuth
azalea,ツツジ
azimuth,方位角
azimuth,方位az.
Azores,アゾーレス諸島
Azov,アゾフ海
Aztec,アステカ人
Aztec,アステカ語
azure,空色の
azure,青空の
azure,空色
azure,青空
azure,天空
b.,bachelor
b.,base
b.,bass
b.,basso
b.,blend of
b.,blended
b.,book
b.,born
b.,breadth
b.,brother
B.,bachelor
B.,bacillus
B.,base
B.,bass
B.,basso
B.,Bible
B.,book
B.,born
B.,British
B.,bishop
B.A.,Bachelor of Arts文学士
B,英語アルファベットの第2字
B,ロ音
B,ロ調
B,B
b,英語アルファベットの第2字
b,ロ音
b,ロ調
b,B
B.B.A.,Bachelor of Business Administration 経営学士
B.C.,before Christ
BC,before Christ
B.C.G.,Bacillus Calmette-Guerin ビーシージー
B.C.S.,Bachelor of CommercialScience 商業学士
B.D.,Bachelor of Divinity 神学士
B.D.,bank draft
B.D.,bills discounted
B.E.,Board of Education教育委員会
B.E.,教育局
B.E.,Bachelor of Education
B.E.F.,British Expeditionary Forceイギリス遠征軍
B.F.A.,Bachelor of Fine Arts美術学士
B.G.,Brigadier General准将
b.i.d.,bis in die1日2回
B.L.,Bachelor of Laws法学士
B.L.S.,Bachelor of Library Science図書館学士
B.O.,body odor汗による不快な体臭
B.O.,box office切符売場
b.p.,bills payable
b.p.,boiling point
B.P.,bills payable
B.P.,blood pressure
b.r.,bills receivable
B.R.,bills receivable
b.s.,bill of sale売渡し証
b.s.,balance sheet貸借対照表
B.S.A.,Boy scouts of America
B.S.,Bachelor of Science理学士
B.Sc.,Bachelor of Science理学士
B.V.,Blessed Virgin
B.W.I.,British West Indies
B-girl,ホステス
B-girl,女給
B/D,bank draft
B/D,bills discounted 割引手形
B/D,brought down次期繰り越し
B/E,bill of exchange為替手形
B/F,brought forward繰り越し
B/L,bill of landing
Ba,bariumの化学記号
baa,メー
baa,メーと鳴く
Baal,バール神
Baal,邪神
baba,ババ
Babbitt,低俗な実業家
babbler,片言をいう幼児
babbler,おしゃべり屋
Babel,バベルの塔
Babel,騒音
Babel,騒然とした場所
baboon,ヒヒ
baby's-breath,コゴメナデシコ
baby-sit,子守りをしながらるす番をする
babyhood,幼児期
babyhood,幼児たち
babyish,赤ん坊じみた
Babylon,バビロン
Babylonia,バビロニア
Babylonian,バビロニア帝国の
Babylonian,バビロンのような
Babylonian,バビロニア人
Babylonian,バビロン人
Babylonian,バビロニア語
babysitter,るす番の子守り
baccalaureate,学士の学位
bacchanal,酒神バッカスの信徒
bacchanal,男女入の乱れたどんちゃん騒ぎ
bacchanal,酒神バッカスの
bacchanal,どんちゃん騒ぎの
bacchanalian,バッカス祭の
bacchanalian,どんちゃん騒ぎの
Bacchus,バッカス
baccy,たばこ
Bach,バッハ
bachelor,独身男
bachelor,未婚男子
bachelor,学士
bacillus,バチルス桿菌
bacillus,細菌
backache,背の痛み
backbench,平議員
backbiter,陰口を言う人
backbiter,中傷する人
backboard,物の背に取り付ける板
backboard,バックボード
backbone,背骨
backbone,最も強力な部分
backbone,主力
backbone,気骨
backbone,精神力
backbreaking,骨の折れる
backburner,後に回されること
backburner,他より劣ること
backcomb,さか毛を立てる
backdoor,裏口
backdoor,不正手段
backdrop,背景幕
backdrop,背景
backdrop,黒幕
backer,後援者
backer,支持者
backer,賭ける人
backfield,後衛
backfire,さか火
backfire,バックファィア
backfire,迎え火
backfire,さか火を起こす
backfire,迎え火で延焼を止める
backfire,期待を裏切る
backfire,逆効果を生む
backgammon,西洋すごろく
background,背景
background,遠景
background,地
background,背景
background,経歴
background,前歴
backhanded,バックハンドで打った
backhanded,手の甲での
backhanded,左傾斜の
backhanded,遠回しの
backhanded,まぎらわしい
backhanded,あいまいな
backhanded,バックハンドで
backhander,バックハンド
backhander,わいろ
backing,裏打ち
backing,背付け
backing,後援
backing,支持
backing,後援者たち
backing,伴奏
backlash,激しい反発
backlash,急なはね返り
backlash,巻き返し
backless,背部のない
backless,背中があいている
backlog,炉の奥に置く大きなまき
backlog,未処理の仕事の山
backlog,残務
backlog,手持ち
backmost,最も後ろの
backorder,繰り越し注文
backpedal,自転車のペダルを逆に踏む
backpedal,前に戻す
backrest,背もたせ
backseat,後ろの座席
backseat,あまり重要でない地位
backside,後部
backside,裏側
backside,しり
backside,でん部
backslapping,背たたき
backslide,堕落する
backslide,宗教心を失う
backslider,背教者
backslider,堕落者
backspin,バックスピン
backstab,を陥れる、害を加える、陰で中傷する
backstabbing,陰で中傷する行為
backstage,舞台裏で
backstage,楽屋で
backstage,内密に
backstage,ひそかに
backstage,舞台裏の
backstage,舞台裏で行われる
backstairs,秘密の
backstairs,こそこそした
backstairs,陰口ばかりの
backstay,後方索
backstop,バックネット
backstreet,裏通り
backstretch,バックストレッチ
backstroke,打ち返し
backstroke,逆手打ち
backstroke,背泳
backswept,後方へ傾斜した
backswept,後ろになびいた
backtalk,生意気な口のきき方
backtalk,口答え
backtrack,同じ道を通って帰る
backtrack,逆の立場をとる
backward,後方への
backward,もとへの
backward,逆の
backward,反対からの
backward,進歩が遅れている
backward,内気な
backward,引っ込み思案の
backward,後方へ
backward,後ろ向きに
backward,逆に
backward,反対に
backwash,逆流
backwash,後流
backwash,余波
backwater,戻り水
backwater,逆流
backwater,よどみ
backwater,沈滞
backwoods,辺境の未開拓森林地
backwoods,奥地
backwoods,奥地の
backwoodsman,辺境の未開拓地の住人
backwoodsman,奥地の人
backyard,裏庭
backyard,家の後ろの
bacon,ベーコン
Bacon,ベーコン
bacteria,バクテリア
bacteria,細菌
bacterial,バクテリアの
bacterial,細菌の
bacteriologist,細菌学者
bacteriology,細菌学
bacteriophage,バクテリオファージ
bad,悪い
bad,不良の
bad,不正な
bad,適当でない
bad,欠陥のある
bad,病気の
bad,ひどい
bad,激しい
bad,重い
bad,腐敗した
bad,腐った
bad,不快な
bad,いやな
bad,へたな
bad,まずい
bad,悪いこと
bad,悪い状態
bad,ひどく
bad,大いに
bad-tempered,きげんの悪い
bad-tempered,気むずかしい
bad-tempered,怒りっぽい
baddie,悪役
baddy,悪役
bade,bidの過去形
badge,記章
badge,バッジ
badge,印
badger,アナグマ
badlands,荒地
badly,悪く
badly,まずく
badly,へたに
badly,大いに
badly,ひどく
badly,非常に
badly-off,貧乏な
badly-off,暮らし向きの悪い
badly-off,恵まれない
badman,無法者
badman,ならず者
badminton,バドミントン
badness,悪い状態
badness,悪いこと
badness,不良
badness,劣悪
badness,不吉
Baedeker,ベデカー旅行案内書
Baedeker,旅行案内書
bafflement,挫折
bafflement,失敗
baffler,挫折させる人
baffler,困らせる人
baffling,当惑させる
bagatelle,玉突きの一種
bagatelle,つまらないもの
bagatelle,ささいな事
bagatelle,小曲
bagel,ドーナツ型堅ロールパン
bagful,袋1杯
bagginess,かさばること
